Изображения,Название,Артикул,Цена,Валюта,Наличие,Бренд,Категория,Подкатегория,Раздел,URL,Описание,Код товара,Напряжение,Мощность,Ширина,Глубина,Высота,Вес,Количество мест,Размеры,Остаток,Файлы,Старая цена,Видео,Вес (без упаковки),Родина бренда,Страна-производитель,Производительность,Назначение
https://cdn.entero.ru/mp@2x/9a/0d/9a0dd09b6266826cbdf8688517481bc0.jpg,Микромельница Станкостроитель ММ-10,Микромельница Станкостроитель ММ-10,206325,RUB,Нет,Станкостроитель,Профоборудование,Электромеханическое,Измельчители,https://entero.ru/item/22779,"<p>Микромельница <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/22779"">Станкостроитель ММ-10</a> </b>используется на предприятиях общественного питания и торговли для измельчения сахара в пудру, а также для помола зерен кофе и перца.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Потребляемая мощность: 5,5 кВт</li>
<li>Скорость вращения ротора: 4750 об/мин.</li>
<li>Максимальная влажность сахарного песка: 0,2%</li>
<li>Состав пудры:
<ul>
<li>Размер частиц до 100 мкм: 75%</li>
<li>Размер частиц от 100 до 300 мкм: 25%</li>
</ul>
</li>
</ul>",22779,380 В,,820 мм,1270 мм,860 мм,,,,0,https://entero.ru/manuals/310046/%D0%9F%D0%B0%D1%81%D0%BF%D0%BE%D1%80%D1%82%20%D0%BD%D0%B0%20%D0%A1%D1%82%D0%B0%D0%BD%D0%BA%D0%BE%D1%81%D1%82%D1%80%D0%BE%D0%B8%D1%82%D0%B5%D0%BB%D1%8C%20%D0%9C%D0%9C-10.pdf;https://entero.ru/manuals/310047/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,214922,,215 кг,,Россия,400 кг/час,для сахара
https://cdn.entero.ru/mp@2x/03/26/0326797959d10ca2f88c632c54377718.jpg,Измельчитель специй Foodatlas HR-04В,Измельчитель специй Foodatlas HR-04В,6245,RUB,Нет,Foodatlas,Профоборудование,Электромеханическое,Измельчители,https://entero.ru/item/345151,"<p>Настольный электрический измельчитель <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/345151"">Foodatlas HR-04В</a> </b>используется на предприятиях общественного питания и торговли для измельчения сухих трав, орехов, специй и аналогичных сухих продуктов. Корпус, бункер и ножи выполнены из нержавеющей стали, упаковка – картонная коробка.</p>

<p>В комплект поставки входят 2 длинных и 2 коротких ножа.</p>

<p><b>Особенности:</b></p>

<ul>
<li>1 скорость</li>
<li>Кнопка аварийной остановки</li>
<li>Устойчивые нескользящие опоры</li>
<li>Компактные габариты для оптимизации пространства</li>
<li>Эргономичный дизайн</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Частота вращения: 28000 об/мин.</li>
<li>Объем бункера: 0,7 л</li>
<li>Максимальная загрузка: 0,25 кг</li>
</ul>",345151,220 В,1.2 кВт,178 мм,162 мм,361 мм,3 кг,1,196x196x394 мм,0,https://entero.ru/manuals/421601/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Foodatlas.pdf,,,2.4 кг,,Китай,3 кг/час,для специй и орехов
https://cdn.entero.ru/mp@2x/f3/0a/f30aa2fa91fc5660d42e6814d29f276a.jpg,Измельчитель для специй и орехов Foodatlas G300,G300 Foodatlas,8870,RUB,Нет,Foodatlas,Профоборудование,Электромеханическое,Измельчители,https://entero.ru/item/120173,"<p>Измельчитель <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/120173"">Foodatlas G300</a> </b>используется на предприятиях общественного питания и торговли для измельчения сухих трав, сухарей, орехов и специй. Модель оснащена верхней крышкой с ручкой, таймером, антивибрационной подкладкой, лезвием и угольной щеткой. Механизм выполнен из нержавеющей стали.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Габариты в упаковке: 215x215x380 мм</li>
</ul>",120173,220 В,1.3 кВт,200 мм,200 мм,365 мм,,,,0,https://entero.ru/manuals/123805/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Foodatlas%20G300.pdf,11671,,3.5 кг,,Китай,,"для специй и орехов, для сухарей"
https://cdn.entero.ru/mp@2x/6a/57/6a574847ee4335487f4ac4afb3c57592.jpg,Измельчитель для специй и орехов Foodatlas G1000Y,G1000Y Foodatlas,16112,RUB,Нет,Foodatlas,Профоборудование,Электромеханическое,Измельчители,https://entero.ru/item/120171,"<p>Измельчитель <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/120171"">Foodatlas G1000Y</a> </b>используется на предприятиях общественного питания и торговли для измельчения сухих трав, сухарей, орехов и специй. <span style=""font-size: 12px;"">Модель оснащена верхней крышкой с ручкой, таймером, антивибрационной подкладкой, лезвием и угольной щеткой. Механизм выполнен из нержавеющей стали.</span></p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Габариты в упаковке: 230x230x390 мм</li>
</ul>",120171,220 В,3 кВт,215 мм,215 мм,365 мм,,,,0,https://entero.ru/manuals/123804/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Foodatlas%20G1000Y.pdf,17140,,7.2 кг,,Китай,,"для специй и орехов, для сухарей"
https://entero.ru/i/nofoto-m.jpg,Измельчитель для специй и орехов Foodatlas HR-50A,Измельчитель для специй и орехов Foodatlas HR-50A,17751,RUB,Нет,Foodatlas,Профоборудование,Электромеханическое,Измельчители,https://entero.ru/item/314455,"<p>Измельчитель <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/314455"">Foodatlas HR-50A</a></b> используется на предприятиях общественного питания и торговли для измельчения сухих трав, сухарей, орехов и специй. Корпус, чаша и ножи выполнены из нержавеющей стали.</p>

<p>В комплект поставки входят 2 длинных и 2 коротких ножа.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Кнопка экстренной остановки</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Максимальная загрузка чаши: 2,5 кг</li>
<li>Объем загрузочного бункера: 5,3 л</li>
<li>Количество скоростей: 1</li>
<li>Скорость вращения: 25000 об/мин.</li>
<li>Габариты в упаковке: 340x330x495 мм</li>
</ul>",314455,220 В,2.4 кВт,285 мм,265 мм,390 мм,,,,0,,,,9.5 кг,Китай,Китай,25 кг/час,для специй и орехов
https://cdn.entero.ru/mp@2x/4c/c0/4cc0eae9ff997b1443a31f6b7d641cc0.jpg,Дробилка молотковая Foodatlas LS-20,Дробилка молотковая Foodatlas LS-20,49597,RUB,Нет,Foodatlas,Профоборудование,Электромеханическое,Измельчители,https://entero.ru/item/360102,"<p>Молотковая дробилка Foodatlas LS-20 предназначена для измельчения твердых зерен, включая кофе, кунжут, грецкий орех, рис, черный рис с косточкой, сою, бобы и другие продукты на предприятиях общественного питания и торговли. Изделие выполнено из нержавеющей стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Работа по принципу ударного воздействия: равномерный помол без крупных частиц и комков</li>
<li>Возможность регулировки степени помола</li>
<li>Компактный размер</li>
<li>Простота в использовании и обслуживании</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Размер помола: от 60 до 150 um</li>
<li>Производительность: от до 300 до 500 кг/час</li>
<li>Скорость: 2840 об./мин.</li>
<li>Габариты в упаковке: 630х390х310 мм</li>
</ul>",360102,220 В,1.5 кВт,500 мм,180 мм,580 мм,27 кг,1,630x390x310 мм,0,,52763,,25 кг,,Китай,30 кг/час,для специй и орехов
https://cdn.entero.ru/mp@2x/30/63/30630fa412e3e9a35866d584628e0bd0.jpg,Мельница коллоидная Hualian JMV50-a,Мельница коллоидная Hualian JMV50-a,130640,RUB,Нет,Hualian,Профоборудование,Электромеханическое,Измельчители,https://entero.ru/item/296442,"<p>Коллоидная мельница <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/296442"">Hualian JMV50-a</a> </b>используется на предприятиях промышленности пищевой, фармацевтической и других отраслей, общественного питания и торговли для гомогенизирования, превращения в эмульсию, разделения и смешивания жидкостных и полужидких материалов путем резки, размалывания и тряски благодаря эффекту центробежной силы и соразмерно высокой скорости между постоянным и вращающимся механизмом. Оборудование выполнено из нержавеющей стали.</p>

<p><b>Дополнительные характеристики:</b>.</p>

<ul>
<li>Объем бункера: 10 л</li>
<li>Тонкость помола: от 50 до 500 мкм</li>
<li>Скорость вращения главного вала: 6000 об./мин. </li>
</ul>",296442,220 В,2.2 кВт,600 мм,330 мм,650 мм,,,,0,,,,110 кг,,Китай,от 500 до 1000 кг/час,
https://cdn.entero.ru/mp@2x/cc/1e/cc1ec07ac6d1cd33be443a5c64e9dc55.jpg,Мельница коллоидная Hualian JMV50-b,Мельница коллоидная Hualian JMV50-b,144992,RUB,Нет,Hualian,Профоборудование,Электромеханическое,Измельчители,https://entero.ru/item/296443,"<p>Коллоидная мельница <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/296443"">Hualian JMV50-b</a> </b>используется на предприятиях промышленности пищевой, фармацевтической и других отраслей, общественного питания и торговли для гомогенизирования, превращения в эмульсию, разделения и смешивания жидкостных и полужидких материалов путем резки, размалывания и тряски благодаря эффекту центробежной силы и соразмерно высокой скорости между постоянным и вращающимся механизмом. Оборудование выполнено из нержавеющей стали.</p>

<p><b>Дополнительные характеристики:</b>.</p>

<ul>
<li>Объем бункера: 10 л</li>
<li>Тонкость помола: от 50 до 500 мкм</li>
<li>Скорость вращения главного вала: 6000 об./мин. </li>
</ul>",296443,220 В,1.1 кВт,900 мм,450 мм,1000 мм,,,,0,,,,110 кг,,Китай,от 500 до 1000 кг/час,
https://cdn.entero.ru/mp@2x/3a/60/3a60380abd3b5aacd614ae353a9605b2.jpg,Мельница коллоидная Hualian JMV100,Мельница коллоидная Hualian JMV100,233864,RUB,Нет,Hualian,Профоборудование,Электромеханическое,Измельчители,https://entero.ru/item/296230,"<p>Коллоидная мельница <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/296230"">Hualian JMV100</a> </b>используется на предприятиях промышленности пищевой, фармацевтической и других отраслей, общественного питания и торговли для гомогенизирования, превращения в эмульсию, разделения и смешивания жидкостных и полужидких материалов путем резки, размалывания и тряски благодаря эффекту центробежной силы и соразмерно высокой скорости между постоянным и вращающимся механизмом. Оборудование выполнено из нержавеющей стали.</p>

<p><b>Дополнительные характеристики:</b>.</p>

<ul>
<li>Объем бункера: 15 л</li>
<li>Тонкость помола: от 15 до 500 мкм</li>
<li>Скорость вращения главного вала: 4500 об./мин. </li>
</ul>",296230,380 В,4 кВт,700 мм,350 мм,750 мм,,,,0,,,,180 кг,,Китай,от 250 до 2500 кг/час,
https://cdn.entero.ru/mp@2x/f5/dd/f5dd76508b3326cd6a57445383e8bd85.jpg,Мельница коллоидная Hualian JML130,Мельница коллоидная Hualian JML130,262752,RUB,Нет,Hualian,Профоборудование,Электромеханическое,Измельчители,https://entero.ru/item/289974,"<p>Коллоидная мельница <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/289974"">Hualian JML130</a> </b>приспользуется на предприятиях промышленности пищевой, фармацевтической и других отраслей, общественного питания и торговли для измельчения продуктов в муку, пудру, пюреобразные или пастообразные продукты путем перетирания между рельефными коническими стенками корпуса и ротора двигателя. Модель оснащена воронкообразной загрузочной емкостью. Загрузочная емкость и прочие соприкасающиеся с продуктом компоненты выполнены из высококачественой нержавеющей стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Регулируемая степень помола</li>
<li>Система рециркуляции сырья для эффективной гомогенизации вязких продуктов</li>
<li>Простое управление</li>
<li>Легкость очистки и дезинфекции</li>
<li>Не требующая дополнительных креплений устойчивая конструкция</li>
<li>Компактный габариты для оптимизации рабочего пространства </li>
<li>Эргономичный дизайн</li>
</ul>

<p><b>Дополнительные характеристики:</b>.</p>

<ul>
<li>Частота вращения ротора: 2900 об/мин.</li>
<li>Диапазон степени помола: от 2 до 50 мкм</li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",289974,380 В,7.5 кВт,460 мм,460 мм,1100 мм,,,,0,,285600,,205 кг,Китай,Китай,от 1000 до 4000 кг/час,
https://cdn.entero.ru/mp@2x/a8/27/a8279c99731607aa69d44a6ba95bea73.jpg,Мельница коллоидная Hualian JMV130-b,Мельница коллоидная Hualian JMV130-b,304060,RUB,Нет,Hualian,Профоборудование,Электромеханическое,Измельчители,https://entero.ru/item/296445,"<p>Коллоидная мельница <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/296445"">Hualian JMV130-b</a> </b>используется на предприятиях промышленности пищевой, фармацевтической и других отраслей, общественного питания и торговли для гомогенизирования, превращения в эмульсию, разделения и смешивания жидкостных и полужидких материалов путем резки, размалывания и тряски благодаря эффекту центробежной силы и соразмерно высокой скорости между постоянным и вращающимся механизмом. Оборудование выполнено из нержавеющей стали.</p>

<p><b>Дополнительные характеристики:</b>.</p>

<ul>
<li>Объем бункера: 20 л</li>
<li>Тонкость помола: от 50 до 500 мкм</li>
<li>Скорость вращения главного вала: 2900 об./мин. </li>
</ul>",296445,220 В,7.5 кВт,850 мм,400 мм,950 мм,,,,0,,316729,,285 кг,,Китай,от 1000 до 1400 кг/час,
https://cdn.entero.ru/mp@2x/7e/a9/7ea9cf4be760ce08aa2c05476683ab5d.jpg,Мельница коллоидная Hualian JMV130-a,Мельница коллоидная Hualian JMV130-a,340768,RUB,Нет,Hualian,Профоборудование,Электромеханическое,Измельчители,https://entero.ru/item/296444,"<p>Коллоидная мельница <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/296444"">Hualian JMV130-a</a> </b>используется на предприятиях промышленности пищевой, фармацевтической и других отраслей, общественного питания и торговли для гомогенизирования, превращения в эмульсию, разделения и смешивания жидкостных и полужидких материалов путем резки, размалывания и тряски благодаря эффекту центробежной силы и соразмерно высокой скорости между постоянным и вращающимся механизмом. Оборудование выполнено из нержавеющей стали.</p>

<p><b>Дополнительные характеристики:</b>.</p>

<ul>
<li>Объем бункера: 20 л</li>
<li>Тонкость помола: от 50 до 500 мкм</li>
<li>Скорость вращения главного вала: 2900 об./мин. </li>
</ul>",296444,220 В,1.1 кВт,850 мм,400 мм,950 мм,,,,0,,366417,,305 кг,,Китай,от 1000 до 1400 кг/час,
https://cdn.entero.ru/mp@2x/e4/0c/e40c940b65b8169649e7841495e97b38.jpg,Мельница коллоидная Hualian JMV140,Мельница коллоидная Hualian JMV140,343804,RUB,Нет,Hualian,Профоборудование,Электромеханическое,Измельчители,https://entero.ru/item/296359,"<p>Коллоидная мельница <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/296359"">Hualian JMV140</a> </b>используется на предприятиях промышленности пищевой, фармацевтической и других отраслей, общественного питания и торговли для гомогенизирования, превращения в эмульсию, разделения и смешивания жидкостных и полужидких материалов путем резки, размалывания и тряски благодаря эффекту центробежной силы и соразмерно высокой скорости между постоянным и вращающимся механизмом. Оборудование выполнено из нержавеющей стали.</p>

<p><b>Дополнительные характеристики:</b>.</p>

<ul>
<li>Объем бункера: 20 л</li>
<li>Тонкость помола: от 50 до 500 мкм</li>
<li>Скорость вращения главного вала: 2900 об./мин. </li>
</ul>",296359,380 В,11 кВт,900 мм,450 мм,1000 мм,,,,0,,361899,,315 кг,,,от 1000 до 4500 кг/час,
https://cdn.entero.ru/mp@2x/f4/6a/f46a2d1d1aeaa1231d65c8850837b6aa.jpg,Мельница коллоидная Hualian JMV150,Мельница коллоидная Hualian JMV150,368368,RUB,Нет,Hualian,Профоборудование,Электромеханическое,Измельчители,https://entero.ru/item/296358,"<p>Коллоидная мельница <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/296358"">Hualian JMV150</a> </b>используется на предприятиях промышленности пищевой, фармацевтической и других отраслей, общественного питания и торговли для гомогенизирования, превращения в эмульсию, разделения и смешивания жидкостных и полужидких материалов путем резки, размалывания и тряски благодаря эффекту центробежной силы и соразмерно высокой скорости между постоянным и вращающимся механизмом. Оборудование выполнено из нержавеющей стали.</p>

<p><b>Дополнительные характеристики:</b>.</p>

<ul>
<li>Объем бункера: 20 л</li>
<li>Тонкость помола: от 50 до 500 мкм</li>
<li>Скорость вращения главного вала: 2900 об./мин. </li>
</ul>",296358,380 В,15 кВт,900 мм,450 мм,1000 мм,,,,0,,,,330 кг,,Китай,от 1000 до 5000 кг/час,
https://cdn.entero.ru/mp@2x/b9/53/b953d9003dd55ae7be7b800a5b33c9d1.jpg,Машина для измельчения сухарей Pavoni TORNADOS,Машина для измельчения сухарей Pavoni TORNADOS,0,RUB,Нет,Pavoni,Профоборудование,Электромеханическое,Измельчители,https://entero.ru/item/32103,"<p>Машина для измельчения сухарей​ <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/32103"">Pavoni TORNADOS</a></b> используется в пекарнях и кондитерских, на предприятиях пищевой промышленности и общественного питания. Изделие позволяет измельчить черствую хлебобулочную и кондитерскую продукцию. Детали, контактирующие с продуктами, выполнены из нержавеющей стали.</p>

<p>В комплект поставки входят 3 сита разных степеней помола.</p>",32103,220 В,от 0.75 до 120 кВт,500 мм,500 мм,950 мм,30 кг,1,500x500x950 мм,0,https://entero.ru/manuals/71995/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Pavoni%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf,,,25 кг,Италия,,от 100 до 120 кг/час,для сухарей
https://cdn.entero.ru/mp@2x/8c/77/8c77091f9d161863245361096e917dfd.jpg,Машина для измельчения сухарей Pavoni SURERGHIBLI,Машина для измельчения сухарей Pavoni SURERGHIBLI,0,RUB,Нет,Pavoni,Профоборудование,Электромеханическое,Измельчители,https://entero.ru/item/202262,"<p>Машина для измельчения сухарей <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/202262""><b class=""b"">PAVONI SURERGHIBLI</b></a> используется в пекарнях и кондитерских, на предприятиях пищевой промышленности и общественного питания для измельчения хлебопекарной и кондитерской продукции. Модель оснащена защитным конусом. Загрузочный бункер и камера для измельчения выполнены из нержавеющей стали.</p>

<p>В комплект поставки входят 4 сита различного размера.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Диаметр бункера: 600 мм</li>
<li>Габариты в упаковке: 600х730х1400 мм</li>
</ul>",202262,380 В,2.2 кВт,550 мм,680 мм,1350 мм,95 кг,1,600x730x1400 мм,0,https://entero.ru/manuals/237264/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Pavoni%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf,,,80 кг,Италия,,от 250 до 300 кг/час,для сухарей
https://cdn.entero.ru/mp@2x/91/70/9170f701bfa752e1b616ab0d570477ea.jpg;https://cdn.entero.ru/mp@2x/e6/b7/e6b70df517207d287fee9732447874d2.jpg;https://cdn.entero.ru/mp@2x/b8/98/b898e4596a477ff03cf8688bbc7415fe.jpg;https://cdn.entero.ru/mp@2x/b3/42/b3427a1f93c26c8300a5bb834e76c322.jpg,Щетки электродвигателя Foodatlas HR-30B/50B,Щетки электродвигателя Foodatlas HR-30B/50B,411,RUB,Да,Foodatlas,Профоборудование,Электромеханическое,Измельчители,https://entero.ru/item/360273,"<p>Щетки электродвигателя <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/360273""><b class=""b"">Foodatlas </b></a>предназначены для совместного использования с измельчителем <a href=""https://entero.ru/item/147189"" target=""_blank"">HR-030В</a> на предприятиях общественного питания и торговли.</p>",360273,,,,,,,,,0,,555,,,,,,
