Изображения,Название,Артикул,Цена,Валюта,Наличие,Бренд,Категория,Подкатегория,URL,Описание,Код товара,Ширина,Глубина,Высота,Остаток,Родина бренда,Страна-производитель,Тип полок
https://cdn.entero.ru/mp@2x/c7/4e/c74e723a92b6cd80621ec92543764feb.jpg;https://cdn.entero.ru/mp@2x/f6/1f/f61fdb0eee2e57cf489aa5edc7aafb52.jpg;https://cdn.entero.ru/mp@2x/72/8d/728d16d484a5ccdb2729849f0d05ff08.jpg,Стеллаж производственный КОБОР Expert MR4-100/50,320009,18000,RUB,Нет,КОБОР,Промышленная мебель,Стеллажи,https://entero.ru/item/373841,"<p>Стеллаж <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/373841""><b class=""b"">Kobor Expert MR4-100/50</b></a> предназначен для хранения инструментов, инвентаря, комплектующих, расходных материалов, штучных изделий или тарированных мелких грузов в производственных, складских и подсобных помещениях предприятий различных отраслей, мастерских и гаражах, а также для хранения документации в офисах и архивах. Модель оснащена 4 сплошными полками. Полки выполнены из стали с покрытием порошковой краской черного цвета (RAL 9005) с текстурой муар и усилены подштамповками, каркасные стойки – из стального профиля с порошковой краской светло-серого оттенка (RAL 7035) с текстурой муар.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Разборная конструкция</li>
<li>Регулировка высоты полок</li>
<li>Регулируемые по высоте подпятники для компенсации неровностей пола</li>
<li>Повышенные жесткость и устойчивость конструкции</li>
<li>Износостойкое антикоррозийное покрытие</li>
<li>Быстрые сборка и демонтаж</li>
<li>Эргономичный минималистичный дизайн</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Толщина стали:
<ul>
<li>Полки: 1,2 мм</li>
<li>Каркасные стойки: 2 мм</li>
</ul>
</li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",373841,1000 мм,500 мм,1800 мм,0,Россия,Россия,сплошные
https://cdn.entero.ru/mp@2x/40/10/4010734dfd791cff7c75f9f93cef2f4a.jpg;https://cdn.entero.ru/mp@2x/63/cf/63cf6ef663efa674163c00493ae44b62.jpg;https://cdn.entero.ru/mp@2x/ac/db/acdb2073d42fb3f3a2a2713b17687854.jpg,Стеллаж производственный КОБОР Expert MRP4-80/60,320031,18068,RUB,Нет,КОБОР,Промышленная мебель,Стеллажи,https://entero.ru/item/373863,"<p>Стеллаж <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/373863""><b class=""b"">Kobor Expert MRP4-80/60</b></a> предназначен для хранения инструментов, инвентаря, комплектующих, расходных материалов, штучных изделий или тарированных мелких грузов в производственных, складских и подсобных помещениях предприятий различных отраслей, мастерских и гаражах, а также для хранения документации в офисах и архивах. Модель оснащена 4 перфорированными полками. Полки выполнены из стали с продольным усилением и покрытием порошковой краской черного цвета (RAL 9005) с текстурой муар, каркасные стойки – из стального профиля с порошковой краской светло-серого оттенка (RAL 7035) с текстурой муар.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Разборная конструкция</li>
<li>Регулировка высоты полок</li>
<li>Регулируемые по высоте подпятники для компенсации неровностей пола</li>
<li>Оптимальная вентиляция, предотвращение накопления пыли и влаги благодаря перфорированной конструкции полок</li>
<li>Повышенные жесткость и устойчивость конструкции</li>
<li>Износостойкое антикоррозийное покрытие</li>
<li>Быстрые сборка и демонтаж</li>
<li>Эргономичный минималистичный дизайн</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Толщина стали:
<ul>
<li>Полки: 1,2 мм</li>
<li>Каркасные стойки: 2 мм</li>
</ul>
</li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",373863,800 мм,600 мм,1800 мм,0,Россия,Россия,перфорированные
https://cdn.entero.ru/mp@2x/2f/f1/2ff1b854687dead9f283c8675e75c948.jpg;https://cdn.entero.ru/mp@2x/e4/70/e47014a280825592508fb97069c1d699.jpg;https://cdn.entero.ru/mp@2x/b2/00/b200f7ba7f106b160b04a3da7cc0941e.jpg,Стеллаж производственный КОБОР Expert MRP4-120/40,320022,18316,RUB,Нет,КОБОР,Промышленная мебель,Стеллажи,https://entero.ru/item/373854,"<p>Стеллаж <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/373854""><b class=""b"">Kobor Expert MRP4-120/40</b></a> предназначен для хранения инструментов, инвентаря, комплектующих, расходных материалов, штучных изделий или тарированных мелких грузов в производственных, складских и подсобных помещениях предприятий различных отраслей, мастерских и гаражах, а также для хранения документации в офисах и архивах. Модель оснащена 4 перфорированными полками. Полки выполнены из стали с продольным усилением и покрытием порошковой краской черного цвета (RAL 9005) с текстурой муар, каркасные стойки – из стального профиля с порошковой краской светло-серого оттенка (RAL 7035) с текстурой муар.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Разборная конструкция</li>
<li>Регулировка высоты полок</li>
<li>Регулируемые по высоте подпятники для компенсации неровностей пола</li>
<li>Оптимальная вентиляция, предотвращение накопления пыли и влаги благодаря перфорированной конструкции полок</li>
<li>Повышенные жесткость и устойчивость конструкции</li>
<li>Износостойкое антикоррозийное покрытие</li>
<li>Быстрые сборка и демонтаж</li>
<li>Эргономичный минималистичный дизайн</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Толщина стали:
<ul>
<li>Полки: 1,2 мм</li>
<li>Каркасные стойки: 2 мм</li>
</ul>
</li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",373854,1200 мм,400 мм,1800 мм,0,Россия,Россия,перфорированные
https://cdn.entero.ru/mp@2x/61/4d/614de7d041374b3dc33d4715c9c283c6.jpg;https://cdn.entero.ru/mp@2x/02/a8/02a850e27ed0b2226ccae35b5ae20d16.jpg;https://cdn.entero.ru/mp@2x/70/65/7065f59ad888c6555b90a71b59154b6e.jpg,Стеллаж производственный КОБОР Expert MRP4-100/50,320027,18498,RUB,Нет,КОБОР,Промышленная мебель,Стеллажи,https://entero.ru/item/373859,"<p>Стеллаж <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/373859""><b class=""b"">Kobor Expert MRP4-100/50</b></a> предназначен для хранения инструментов, инвентаря, комплектующих, расходных материалов, штучных изделий или тарированных мелких грузов в производственных, складских и подсобных помещениях предприятий различных отраслей, мастерских и гаражах, а также для хранения документации в офисах и архивах. Модель оснащена 4 перфорированными полками. Полки выполнены из стали с продольным усилением и покрытием порошковой краской черного цвета (RAL 9005) с текстурой муар, каркасные стойки – из стального профиля с порошковой краской светло-серого оттенка (RAL 7035) с текстурой муар.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Разборная конструкция</li>
<li>Регулировка высоты полок</li>
<li>Регулируемые по высоте подпятники для компенсации неровностей пола</li>
<li>Оптимальная вентиляция, предотвращение накопления пыли и влаги благодаря перфорированной конструкции полок</li>
<li>Повышенные жесткость и устойчивость конструкции</li>
<li>Износостойкое антикоррозийное покрытие</li>
<li>Быстрые сборка и демонтаж</li>
<li>Эргономичный минималистичный дизайн</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Толщина стали:
<ul>
<li>Полки: 1,2 мм</li>
<li>Каркасные стойки: 2 мм</li>
</ul>
</li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",373859,,,,0,Россия,Россия,перфорированные
https://cdn.entero.ru/mp@2x/71/57/715799d2f04ae714b64e27c2082107fc.jpg;https://cdn.entero.ru/mp@2x/d5/d6/d5d64aff56cd072956b3b21acd74a17e.jpg;https://cdn.entero.ru/mp@2x/85/6e/856e3e3fe942bd75c9d14a52e20f5e9a.jpg,Стеллаж производственный КОБОР Expert MR4-90/60,320014,18588,RUB,Нет,КОБОР,Промышленная мебель,Стеллажи,https://entero.ru/item/373846,"<p>Стеллаж <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/373846""><b class=""b"">Kobor Expert MR4-90/60</b></a> предназначен для хранения инструментов, инвентаря, комплектующих, расходных материалов, штучных изделий или тарированных мелких грузов в производственных, складских и подсобных помещениях предприятий различных отраслей, мастерских и гаражах, а также для хранения документации в офисах и архивах. Модель оснащена 4 сплошными полками. Полки выполнены из стали с покрытием порошковой краской черного цвета (RAL 9005) с текстурой муар и усилены подштамповками, каркасные стойки – из стального профиля с порошковой краской светло-серого оттенка (RAL 7035) с текстурой муар.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Разборная конструкция</li>
<li>Регулировка высоты полок</li>
<li>Регулируемые по высоте подпятники для компенсации неровностей пола</li>
<li>Повышенные жесткость и устойчивость конструкции</li>
<li>Износостойкое антикоррозийное покрытие</li>
<li>Быстрые сборка и демонтаж</li>
<li>Эргономичный минималистичный дизайн</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Толщина стали:
<ul>
<li>Полки: 1,2 мм</li>
<li>Каркасные стойки: 2 мм</li>
</ul>
</li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",373846,900 мм,600 мм,1800 мм,0,Россия,Россия,сплошные
https://cdn.entero.ru/mp@2x/45/9c/459ca7e361d55f9560e97d029cb72276.jpg;https://cdn.entero.ru/mp@2x/b4/d6/b4d6235fc256c543d785b4f386281240.jpg;https://cdn.entero.ru/mp@2x/58/04/5804966adbd078fe03eef74077595883.jpg,Стеллаж производственный КОБОР Expert MRP4-90/60,320032,19096,RUB,Нет,КОБОР,Промышленная мебель,Стеллажи,https://entero.ru/item/373864,"<p>Стеллаж <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/373864""><b class=""b"">Kobor Expert MRP4-90/60</b></a> предназначен для хранения инструментов, инвентаря, комплектующих, расходных материалов, штучных изделий или тарированных мелких грузов в производственных, складских и подсобных помещениях предприятий различных отраслей, мастерских и гаражах, а также для хранения документации в офисах и архивах. Модель оснащена 4 перфорированными полками. Полки выполнены из стали с продольным усилением и покрытием порошковой краской черного цвета (RAL 9005) с текстурой муар, каркасные стойки – из стального профиля с порошковой краской светло-серого оттенка (RAL 7035) с текстурой муар.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Разборная конструкция</li>
<li>Регулировка высоты полок</li>
<li>Регулируемые по высоте подпятники для компенсации неровностей пола</li>
<li>Оптимальная вентиляция, предотвращение накопления пыли и влаги благодаря перфорированной конструкции полок</li>
<li>Повышенные жесткость и устойчивость конструкции</li>
<li>Износостойкое антикоррозийное покрытие</li>
<li>Быстрые сборка и демонтаж</li>
<li>Эргономичный минималистичный дизайн</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Толщина стали:
<ul>
<li>Полки: 1,2 мм</li>
<li>Каркасные стойки: 2 мм</li>
</ul>
</li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",373864,900 мм,600 мм,1800 мм,0,Россия,Россия,перфорированные
https://cdn.entero.ru/mp@2x/d8/d6/d8d60df0787b34d4f77b4834995a20b7.jpg;https://cdn.entero.ru/mp@2x/82/b7/82b7bcdc550cb1345ae49cd3895256b9.jpg;https://cdn.entero.ru/mp@2x/c6/9f/c69fbc51bdd1b0b917a101b20d3b278b.jpg,Стеллаж производственный КОБОР Expert MR4-100/60,320015,19572,RUB,Нет,КОБОР,Промышленная мебель,Стеллажи,https://entero.ru/item/373847,"<p>Стеллаж <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/373847""><b class=""b"">Kobor Expert MR4-100/60</b></a> предназначен для хранения инструментов, инвентаря, комплектующих, расходных материалов, штучных изделий или тарированных мелких грузов в производственных, складских и подсобных помещениях предприятий различных отраслей, мастерских и гаражах, а также для хранения документации в офисах и архивах. Модель оснащена 4 сплошными полками. Полки выполнены из стали с покрытием порошковой краской черного цвета (RAL 9005) с текстурой муар и усилены подштамповками, каркасные стойки – из стального профиля с порошковой краской светло-серого оттенка (RAL 7035) с текстурой муар.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Разборная конструкция</li>
<li>Регулировка высоты полок</li>
<li>Регулируемые по высоте подпятники для компенсации неровностей пола</li>
<li>Повышенные жесткость и устойчивость конструкции</li>
<li>Износостойкое антикоррозийное покрытие</li>
<li>Быстрые сборка и демонтаж</li>
<li>Эргономичный минималистичный дизайн</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Толщина стали:
<ul>
<li>Полки: 1,2 мм</li>
<li>Каркасные стойки: 2 мм</li>
</ul>
</li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",373847,1000 мм,600 мм,1800 мм,0,Россия,Россия,сплошные
https://cdn.entero.ru/mp@2x/bd/e9/bde9ef4e25e81d7817d2f1c7d2649629.jpg;https://cdn.entero.ru/mp@2x/02/24/02247a1541f290ef00d1489ae6801469.jpg;https://cdn.entero.ru/mp@2x/64/eb/64eb16a7ad9b6e829bebcac3a05f12c5.jpg,Стеллаж производственный КОБОР Expert MR4-120/50,320010,19689,RUB,Нет,КОБОР,Промышленная мебель,Стеллажи,https://entero.ru/item/373842,"<p>Стеллаж <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/373842""><b class=""b"">Kobor Expert MR4-120/50</b></a> предназначен для хранения инструментов, инвентаря, комплектующих, расходных материалов, штучных изделий или тарированных мелких грузов в производственных, складских и подсобных помещениях предприятий различных отраслей, мастерских и гаражах, а также для хранения документации в офисах и архивах. Модель оснащена 4 сплошными полками. Полки выполнены из стали с покрытием порошковой краской черного цвета (RAL 9005) с текстурой муар и усилены подштамповками, каркасные стойки – из стального профиля с порошковой краской светло-серого оттенка (RAL 7035) с текстурой муар.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Разборная конструкция</li>
<li>Регулировка высоты полок</li>
<li>Регулируемые по высоте подпятники для компенсации неровностей пола</li>
<li>Повышенные жесткость и устойчивость конструкции</li>
<li>Износостойкое антикоррозийное покрытие</li>
<li>Быстрые сборка и демонтаж</li>
<li>Эргономичный минималистичный дизайн</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Толщина стали:
<ul>
<li>Полки: 1,2 мм</li>
<li>Каркасные стойки: 2 мм</li>
</ul>
</li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",373842,1200 мм,500 мм,1800 мм,0,Россия,Россия,сплошные
https://cdn.entero.ru/mp@2x/95/b4/95b49be87a5b39a15d5e68afe04702c0.jpg;https://cdn.entero.ru/mp@2x/5f/ad/5fad24ce246061fc476fb59d0b67b5ee.jpg;https://cdn.entero.ru/mp@2x/ba/df/badfe7c5c3e0ec5a323a02ab9d685f05.jpg,Стеллаж производственный КОБОР Expert MR4-150/40,320005,19916,RUB,Нет,КОБОР,Промышленная мебель,Стеллажи,https://entero.ru/item/373836,"<p>Стеллаж <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/373836""><b class=""b"">Kobor Expert MR4-150/40</b></a> предназначен для хранения инструментов, инвентаря, комплектующих, расходных материалов, штучных изделий или тарированных мелких грузов в производственных, складских и подсобных помещениях предприятий различных отраслей, мастерских и гаражах, а также для хранения документации в офисах и архивах. Модель оснащена 4 сплошными полками. Полки выполнены из стали с покрытием порошковой краской черного цвета (RAL 9005) с текстурой муар и усилены подштамповками, каркасные стойки – из стального профиля с порошковой краской светло-серого оттенка (RAL 7035) с текстурой муар.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Разборная конструкция</li>
<li>Регулировка высоты полок</li>
<li>Регулируемые по высоте подпятники для компенсации неровностей пола</li>
<li>Повышенные жесткость и устойчивость конструкции</li>
<li>Износостойкое антикоррозийное покрытие</li>
<li>Быстрые сборка и демонтаж</li>
<li>Эргономичный минималистичный дизайн</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Толщина стали:
<ul>
<li>Полки: 1,2 мм</li>
<li>Каркасные стойки: 2 мм</li>
</ul>
</li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",373836,1500 мм,400 мм,1800 мм,0,Россия,Россия,сплошные
https://cdn.entero.ru/mp@2x/02/22/02225a8af37ec3477744a20ad8a08b3d.jpg;https://cdn.entero.ru/mp@2x/ec/eb/eceba7339ce9930c24de955a7d8e476b.jpg;https://cdn.entero.ru/mp@2x/45/99/4599a46e75f0ae83dddedffe36f3ddb8.jpg,Стеллаж производственный КОБОР Expert MRP4-100/60,320033,20105,RUB,Нет,КОБОР,Промышленная мебель,Стеллажи,https://entero.ru/item/373865,"<p>Стеллаж <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/373865""><b class=""b"">Kobor Expert MRP4-100/60</b></a> предназначен для хранения инструментов, инвентаря, комплектующих, расходных материалов, штучных изделий или тарированных мелких грузов в производственных, складских и подсобных помещениях предприятий различных отраслей, мастерских и гаражах, а также для хранения документации в офисах и архивах. Модель оснащена 4 перфорированными полками. Полки выполнены из стали с продольным усилением и покрытием порошковой краской черного цвета (RAL 9005) с текстурой муар, каркасные стойки – из стального профиля с порошковой краской светло-серого оттенка (RAL 7035) с текстурой муар.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Разборная конструкция</li>
<li>Регулировка высоты полок</li>
<li>Регулируемые по высоте подпятники для компенсации неровностей пола</li>
<li>Оптимальная вентиляция, предотвращение накопления пыли и влаги благодаря перфорированной конструкции полок</li>
<li>Повышенные жесткость и устойчивость конструкции</li>
<li>Износостойкое антикоррозийное покрытие</li>
<li>Быстрые сборка и демонтаж</li>
<li>Эргономичный минималистичный дизайн</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Толщина стали:
<ul>
<li>Полки: 1,2 мм</li>
<li>Каркасные стойки: 2 мм</li>
</ul>
</li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",373865,1000 мм,600 мм,1800 мм,0,Россия,Россия,перфорированные
https://cdn.entero.ru/mp@2x/5f/c4/5fc470e0fa1b87d7f80b83b93488e359.jpg;https://cdn.entero.ru/mp@2x/b1/0a/b10a70d1461e4448881ead5532ccb35d.jpg;https://cdn.entero.ru/mp@2x/63/de/63de3ea3bdcbd5b64f339e0ac1466fb8.jpg,Стеллаж производственный КОБОР Expert MRP4-120/50,320028,20229,RUB,Нет,КОБОР,Промышленная мебель,Стеллажи,https://entero.ru/item/373860,"<p>Стеллаж <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/373860""><b class=""b"">Kobor Expert MRP4-120/50</b></a> предназначен для хранения инструментов, инвентаря, комплектующих, расходных материалов, штучных изделий или тарированных мелких грузов в производственных, складских и подсобных помещениях предприятий различных отраслей, мастерских и гаражах, а также для хранения документации в офисах и архивах. Модель оснащена 4 перфорированными полками. Полки выполнены из стали с продольным усилением и покрытием порошковой краской черного цвета (RAL 9005) с текстурой муар, каркасные стойки – из стального профиля с порошковой краской светло-серого оттенка (RAL 7035) с текстурой муар.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Разборная конструкция</li>
<li>Регулировка высоты полок</li>
<li>Регулируемые по высоте подпятники для компенсации неровностей пола</li>
<li>Оптимальная вентиляция, предотвращение накопления пыли и влаги благодаря перфорированной конструкции полок</li>
<li>Повышенные жесткость и устойчивость конструкции</li>
<li>Износостойкое антикоррозийное покрытие</li>
<li>Быстрые сборка и демонтаж</li>
<li>Эргономичный минималистичный дизайн</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Толщина стали:
<ul>
<li>Полки: 1,2 мм</li>
<li>Каркасные стойки: 2 мм</li>
</ul>
</li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",373860,1200 мм,500 мм,1800 мм,0,Россия,Россия,перфорированные
