Изображения,Название,Артикул,Цена,Валюта,Наличие,Бренд,Категория,Подкатегория,URL,Описание,Код товара,Ширина,Глубина,Высота,Остаток,Родина бренда,Страна-производитель,Тип полок
https://cdn.entero.ru/mp@2x/86/b3/86b3b3f57ef3ba7b89797038882a1030.jpg;https://cdn.entero.ru/mp@2x/b2/ac/b2ac3002050a819103e2cc6389e64a90.jpg;https://cdn.entero.ru/mp@2x/d5/27/d527c5e1eeded28e64c399facc9cc4ff.jpg,Стеллаж производственный КОБОР Expert MRP4-150/40,320023,20462,RUB,Нет,КОБОР,Промышленная мебель,Стеллажи,https://entero.ru/item/373855,"<p>Стеллаж <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/373855""><b class=""b"">Kobor Expert MRP4-150/40</b></a> предназначен для хранения инструментов, инвентаря, комплектующих, расходных материалов, штучных изделий или тарированных мелких грузов в производственных, складских и подсобных помещениях предприятий различных отраслей, мастерских и гаражах, а также для хранения документации в офисах и архивах. Модель оснащена 4 перфорированными полками. Полки выполнены из стали с продольным усилением и покрытием порошковой краской черного цвета (RAL 9005) с текстурой муар, каркасные стойки – из стального профиля с порошковой краской светло-серого оттенка (RAL 7035) с текстурой муар.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Разборная конструкция</li>
<li>Регулировка высоты полок</li>
<li>Регулируемые по высоте подпятники для компенсации неровностей пола</li>
<li>Оптимальная вентиляция, предотвращение накопления пыли и влаги благодаря перфорированной конструкции полок</li>
<li>Повышенные жесткость и устойчивость конструкции</li>
<li>Износостойкое антикоррозийное покрытие</li>
<li>Быстрые сборка и демонтаж</li>
<li>Эргономичный минималистичный дизайн</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Толщина стали:
<ul>
<li>Полки: 1,2 мм</li>
<li>Каркасные стойки: 2 мм</li>
</ul>
</li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",373855,1500 мм,400 мм,1800 мм,0,Россия,Россия,перфорированные
https://cdn.entero.ru/mp@2x/ef/43/ef43eee059c85edc7e73f74f6c754c51.jpg;https://cdn.entero.ru/mp@2x/ab/25/ab25c2e28d59b57dfa04f9d294e2ee1e.jpg;https://cdn.entero.ru/mp@2x/fa/d9/fad9c3439c5d7c544f6f7cab819b2235.jpg,Стеллаж производственный КОБОР Expert MR4-120/60,320016,21515,RUB,Нет,КОБОР,Промышленная мебель,Стеллажи,https://entero.ru/item/373848,"<p>Стеллаж <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/373848""><b class=""b"">Kobor Expert MR4-120/60</b></a> предназначен для хранения инструментов, инвентаря, комплектующих, расходных материалов, штучных изделий или тарированных мелких грузов в производственных, складских и подсобных помещениях предприятий различных отраслей, мастерских и гаражах, а также для хранения документации в офисах и архивах. Модель оснащена 4 сплошными полками. Полки выполнены из стали с покрытием порошковой краской черного цвета (RAL 9005) с текстурой муар и усилены подштамповками, каркасные стойки – из стального профиля с порошковой краской светло-серого оттенка (RAL 7035) с текстурой муар.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Разборная конструкция</li>
<li>Регулировка высоты полок</li>
<li>Регулируемые по высоте подпятники для компенсации неровностей пола</li>
<li>Повышенные жесткость и устойчивость конструкции</li>
<li>Износостойкое антикоррозийное покрытие</li>
<li>Быстрые сборка и демонтаж</li>
<li>Эргономичный минималистичный дизайн</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Толщина стали:
<ul>
<li>Полки: 1,2 мм</li>
<li>Каркасные стойки: 2 мм</li>
</ul>
</li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",373848,1200 мм,600 мм,1800 мм,0,Россия,Россия,сплошные
https://cdn.entero.ru/mp@2x/51/f1/51f18461f2f20cf3c6040f87c58f5bf6.jpg;https://cdn.entero.ru/mp@2x/25/9d/259dc1ea1f14cca74ce0fa5c86047940.jpg;https://cdn.entero.ru/mp@2x/09/80/098067717d8da7f21d8ddd56473a1fea.jpg,Стеллаж производственный КОБОР Expert MR4-180/40,320006,21967,RUB,Нет,КОБОР,Промышленная мебель,Стеллажи,https://entero.ru/item/373837,"<p>Стеллаж <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/373837""><b class=""b"">Kobor Expert MR4-180/40</b></a> предназначен для хранения инструментов, инвентаря, комплектующих, расходных материалов, штучных изделий или тарированных мелких грузов в производственных, складских и подсобных помещениях предприятий различных отраслей, мастерских и гаражах, а также для хранения документации в офисах и архивах. Модель оснащена 4 сплошными полками. Полки выполнены из стали с покрытием порошковой краской черного цвета (RAL 9005) с текстурой муар и усилены подштамповками, каркасные стойки – из стального профиля с порошковой краской светло-серого оттенка (RAL 7035) с текстурой муар.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Разборная конструкция</li>
<li>Регулировка высоты полок</li>
<li>Регулируемые по высоте подпятники для компенсации неровностей пола</li>
<li>Повышенные жесткость и устойчивость конструкции</li>
<li>Износостойкое антикоррозийное покрытие</li>
<li>Быстрые сборка и демонтаж</li>
<li>Эргономичный минималистичный дизайн</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Толщина стали:
<ul>
<li>Полки: 1,2 мм</li>
<li>Каркасные стойки: 2 мм</li>
</ul>
</li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",373837,1800 мм,400 мм,1800 мм,0,Россия,Россия,сплошные
https://cdn.entero.ru/mp@2x/71/6f/716ff4b5df0c933a6f312fe28cbcde19.jpg;https://cdn.entero.ru/mp@2x/ab/6f/ab6fc2637aa05f7c2c3dd2903f8540c6.jpg;https://cdn.entero.ru/mp@2x/42/9b/429b9cf7ae3d9a4aa0275ab1ec64e39f.jpg,Стеллаж производственный КОБОР Expert MRP4-120/60,320034,22094,RUB,Нет,КОБОР,Промышленная мебель,Стеллажи,https://entero.ru/item/373866,"<p>Стеллаж <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/373866""><b class=""b"">Kobor Expert MRP4-120/60</b></a> предназначен для хранения инструментов, инвентаря, комплектующих, расходных материалов, штучных изделий или тарированных мелких грузов в производственных, складских и подсобных помещениях предприятий различных отраслей, мастерских и гаражах, а также для хранения документации в офисах и архивах. Модель оснащена 4 перфорированными полками. Полки выполнены из стали с продольным усилением и покрытием порошковой краской черного цвета (RAL 9005) с текстурой муар, каркасные стойки – из стального профиля с порошковой краской светло-серого оттенка (RAL 7035) с текстурой муар.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Разборная конструкция</li>
<li>Регулировка высоты полок</li>
<li>Регулируемые по высоте подпятники для компенсации неровностей пола</li>
<li>Оптимальная вентиляция, предотвращение накопления пыли и влаги благодаря перфорированной конструкции полок</li>
<li>Повышенные жесткость и устойчивость конструкции</li>
<li>Износостойкое антикоррозийное покрытие</li>
<li>Быстрые сборка и демонтаж</li>
<li>Эргономичный минималистичный дизайн</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Толщина стали:
<ul>
<li>Полки: 1,2 мм</li>
<li>Каркасные стойки: 2 мм</li>
</ul>
</li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",373866,1200 мм,600 мм,1800 мм,0,Россия,Россия,перфорированные
https://cdn.entero.ru/mp@2x/28/cc/28cce64740959b1a91b19a3f55944393.jpg;https://cdn.entero.ru/mp@2x/fa/83/fa830f479d7f4a9c3a927a13c29505d4.jpg;https://cdn.entero.ru/mp@2x/68/53/68536d85ee7efbff3ed355101d245b4e.jpg,Стеллаж производственный КОБОР Expert MR4-150/50,320011,22166,RUB,Нет,КОБОР,Промышленная мебель,Стеллажи,https://entero.ru/item/373843,"<p>Стеллаж <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/373843""><b class=""b"">Kobor Expert MR4-150/50</b></a> предназначен для хранения инструментов, инвентаря, комплектующих, расходных материалов, штучных изделий или тарированных мелких грузов в производственных, складских и подсобных помещениях предприятий различных отраслей, мастерских и гаражах, а также для хранения документации в офисах и архивах. Модель оснащена 4 сплошными полками. Полки выполнены из стали с покрытием порошковой краской черного цвета (RAL 9005) с текстурой муар и усилены подштамповками, каркасные стойки – из стального профиля с порошковой краской светло-серого оттенка (RAL 7035) с текстурой муар.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Разборная конструкция</li>
<li>Регулировка высоты полок</li>
<li>Регулируемые по высоте подпятники для компенсации неровностей пола</li>
<li>Повышенные жесткость и устойчивость конструкции</li>
<li>Износостойкое антикоррозийное покрытие</li>
<li>Быстрые сборка и демонтаж</li>
<li>Эргономичный минималистичный дизайн</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Толщина стали:
<ul>
<li>Полки: 1,2 мм</li>
<li>Каркасные стойки: 2 мм</li>
</ul>
</li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",373843,1500 мм,500 мм,1800 мм,0,Россия,Россия,сплошные
https://cdn.entero.ru/mp@2x/bf/2d/bf2d1a7512014934a6cf829b56454dd7.jpg;https://cdn.entero.ru/mp@2x/80/0d/800d66afc50e1eb4711cf9ea581c40e6.jpg;https://cdn.entero.ru/mp@2x/0b/96/0b967d2a1d460f28b6d040c95f3c6195.jpg,Стеллаж производственный КОБОР Expert MRP4-180/40,320024,22558,RUB,Нет,КОБОР,Промышленная мебель,Стеллажи,https://entero.ru/item/373856,"<p>Стеллаж <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/373856""><b class=""b"">Kobor Expert MRP4-180/40</b></a> предназначен для хранения инструментов, инвентаря, комплектующих, расходных материалов, штучных изделий или тарированных мелких грузов в производственных, складских и подсобных помещениях предприятий различных отраслей, мастерских и гаражах, а также для хранения документации в офисах и архивах. Модель оснащена 4 перфорированными полками. Полки выполнены из стали с продольным усилением и покрытием порошковой краской черного цвета (RAL 9005) с текстурой муар, каркасные стойки – из стального профиля с порошковой краской светло-серого оттенка (RAL 7035) с текстурой муар.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Разборная конструкция</li>
<li>Регулировка высоты полок</li>
<li>Регулируемые по высоте подпятники для компенсации неровностей пола</li>
<li>Оптимальная вентиляция, предотвращение накопления пыли и влаги благодаря перфорированной конструкции полок</li>
<li>Повышенные жесткость и устойчивость конструкции</li>
<li>Износостойкое антикоррозийное покрытие</li>
<li>Быстрые сборка и демонтаж</li>
<li>Эргономичный минималистичный дизайн</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Толщина стали:
<ul>
<li>Полки: 1,2 мм</li>
<li>Каркасные стойки: 2 мм</li>
</ul>
</li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",373856,1800 мм,400 мм,1800 мм,0,Россия,Россия,перфорированные
https://cdn.entero.ru/mp@2x/0b/19/0b1982c837466cb5453d751a6bd73bef.jpg;https://cdn.entero.ru/mp@2x/0c/f2/0cf254ff6bca598f7286568bd541427c.jpg;https://cdn.entero.ru/mp@2x/42/05/4205aae46073b658aa98f91e4900752c.jpg,Стеллаж производственный КОБОР Expert MRP4-150/50,320029,22764,RUB,Нет,КОБОР,Промышленная мебель,Стеллажи,https://entero.ru/item/373861,"<p>Стеллаж <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/373861""><b class=""b"">Kobor Expert MRP4-150/50</b></a> предназначен для хранения инструментов, инвентаря, комплектующих, расходных материалов, штучных изделий или тарированных мелких грузов в производственных, складских и подсобных помещениях предприятий различных отраслей, мастерских и гаражах, а также для хранения документации в офисах и архивах. Модель оснащена 4 перфорированными полками. Полки выполнены из стали с продольным усилением и покрытием порошковой краской черного цвета (RAL 9005) с текстурой муар, каркасные стойки – из стального профиля с порошковой краской светло-серого оттенка (RAL 7035) с текстурой муар.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Разборная конструкция</li>
<li>Регулировка высоты полок</li>
<li>Регулируемые по высоте подпятники для компенсации неровностей пола</li>
<li>Оптимальная вентиляция, предотвращение накопления пыли и влаги благодаря перфорированной конструкции полок</li>
<li>Повышенные жесткость и устойчивость конструкции</li>
<li>Износостойкое антикоррозийное покрытие</li>
<li>Быстрые сборка и демонтаж</li>
<li>Эргономичный минималистичный дизайн</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Толщина стали:
<ul>
<li>Полки: 1,2 мм</li>
<li>Каркасные стойки: 2 мм</li>
</ul>
</li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",373861,1500 мм,500 мм,1800 мм,0,Россия,Россия,перфорированные
https://cdn.entero.ru/mp@2x/e5/cd/e5cde19f60e3b227c520a228ef897138.jpg;https://cdn.entero.ru/mp@2x/d5/dd/d5dde208535000f2ea1ae9691a21726d.jpg;https://cdn.entero.ru/mp@2x/44/ea/44ea1232acbb21e3d5063e4626ada840.jpg,Стеллаж производственный КОБОР Expert MR4-150/60,320017,24364,RUB,Нет,КОБОР,Промышленная мебель,Стеллажи,https://entero.ru/item/373849,"<p>Стеллаж <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/373849""><b class=""b"">Kobor Expert MR4-150/60</b></a> предназначен для хранения инструментов, инвентаря, комплектующих, расходных материалов, штучных изделий или тарированных мелких грузов в производственных, складских и подсобных помещениях предприятий различных отраслей, мастерских и гаражах, а также для хранения документации в офисах и архивах. Модель оснащена 4 сплошными полками. Полки выполнены из стали с покрытием порошковой краской черного цвета (RAL 9005) с текстурой муар и усилены подштамповками, каркасные стойки – из стального профиля с порошковой краской светло-серого оттенка (RAL 7035) с текстурой муар.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Разборная конструкция</li>
<li>Регулировка высоты полок</li>
<li>Регулируемые по высоте подпятники для компенсации неровностей пола</li>
<li>Повышенные жесткость и устойчивость конструкции</li>
<li>Износостойкое антикоррозийное покрытие</li>
<li>Быстрые сборка и демонтаж</li>
<li>Эргономичный минималистичный дизайн</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Толщина стали:
<ul>
<li>Полки: 1,2 мм</li>
<li>Каркасные стойки: 2 мм</li>
</ul>
</li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",373849,1500 мм,600 мм,1800 мм,0,Россия,Россия,сплошные
https://cdn.entero.ru/mp@2x/14/b1/14b171c664a856c9e912cf41c79489e2.jpg;https://cdn.entero.ru/mp@2x/20/79/20792eaa3d33cb99f978e83ce5c1143b.jpg;https://cdn.entero.ru/mp@2x/c1/1e/c11e77ad389934f6bf72b79ae5d4045d.jpg,Стеллаж производственный КОБОР Expert MR4-180/50,320012,24581,RUB,Нет,КОБОР,Промышленная мебель,Стеллажи,https://entero.ru/item/373844,"<p>Стеллаж <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/373844""><b class=""b"">Kobor Expert MR4-180/50</b></a> предназначен для хранения инструментов, инвентаря, комплектующих, расходных материалов, штучных изделий или тарированных мелких грузов в производственных, складских и подсобных помещениях предприятий различных отраслей, мастерских и гаражах, а также для хранения документации в офисах и архивах. Модель оснащена 4 сплошными полками. Полки выполнены из стали с покрытием порошковой краской черного цвета (RAL 9005) с текстурой муар и усилены подштамповками, каркасные стойки – из стального профиля с порошковой краской светло-серого оттенка (RAL 7035) с текстурой муар.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Разборная конструкция</li>
<li>Регулировка высоты полок</li>
<li>Регулируемые по высоте подпятники для компенсации неровностей пола</li>
<li>Повышенные жесткость и устойчивость конструкции</li>
<li>Износостойкое антикоррозийное покрытие</li>
<li>Быстрые сборка и демонтаж</li>
<li>Эргономичный минималистичный дизайн</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Толщина стали:
<ul>
<li>Полки: 1,2 мм</li>
<li>Каркасные стойки: 2 мм</li>
</ul>
</li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",373844,1800 мм,500 мм,1800 мм,0,Россия,Россия,сплошные
https://cdn.entero.ru/mp@2x/bc/19/bc19538fd8f763b96e54b57384dcb346.jpg;https://cdn.entero.ru/mp@2x/d9/15/d9153200c2d3f8588de5f778aadde911.jpg;https://cdn.entero.ru/mp@2x/ab/18/ab18ef1edef44930d6af273de38da2dc.jpg,Стеллаж производственный КОБОР Expert MRP4-150/60,320035,25010,RUB,Нет,КОБОР,Промышленная мебель,Стеллажи,https://entero.ru/item/373867,"<p>Стеллаж <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/373867""><b class=""b"">Kobor Expert MRP4-150/60</b></a> предназначен для хранения инструментов, инвентаря, комплектующих, расходных материалов, штучных изделий или тарированных мелких грузов в производственных, складских и подсобных помещениях предприятий различных отраслей, мастерских и гаражах, а также для хранения документации в офисах и архивах. Модель оснащена 4 перфорированными полками. Полки выполнены из стали с продольным усилением и покрытием порошковой краской черного цвета (RAL 9005) с текстурой муар, каркасные стойки – из стального профиля с порошковой краской светло-серого оттенка (RAL 7035) с текстурой муар.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Разборная конструкция</li>
<li>Регулировка высоты полок</li>
<li>Регулируемые по высоте подпятники для компенсации неровностей пола</li>
<li>Оптимальная вентиляция, предотвращение накопления пыли и влаги благодаря перфорированной конструкции полок</li>
<li>Повышенные жесткость и устойчивость конструкции</li>
<li>Износостойкое антикоррозийное покрытие</li>
<li>Быстрые сборка и демонтаж</li>
<li>Эргономичный минималистичный дизайн</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Толщина стали:
<ul>
<li>Полки: 1,2 мм</li>
<li>Каркасные стойки: 2 мм</li>
</ul>
</li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",373867,1500 мм,600 мм,1800 мм,0,Россия,Россия,перфорированные
https://cdn.entero.ru/mp@2x/2c/c0/2cc0eb230e81555857352b70b1eb0309.jpg;https://cdn.entero.ru/mp@2x/e9/33/e933ae18f80135ba4e6c9fbd95a2dbf5.jpg;https://cdn.entero.ru/mp@2x/a1/79/a17980c1a498e370f4795fa5b8fc275f.jpg,Стеллаж производственный КОБОР Expert MRP4-180/50,320030,25236,RUB,Нет,КОБОР,Промышленная мебель,Стеллажи,https://entero.ru/item/373862,"<p>Стеллаж <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/373862""><b class=""b"">Kobor Expert MRP4-180/50</b></a> предназначен для хранения инструментов, инвентаря, комплектующих, расходных материалов, штучных изделий или тарированных мелких грузов в производственных, складских и подсобных помещениях предприятий различных отраслей, мастерских и гаражах, а также для хранения документации в офисах и архивах. Модель оснащена 4 перфорированными полками. Полки выполнены из стали с продольным усилением и покрытием порошковой краской черного цвета (RAL 9005) с текстурой муар, каркасные стойки – из стального профиля с порошковой краской светло-серого оттенка (RAL 7035) с текстурой муар.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Разборная конструкция</li>
<li>Регулировка высоты полок</li>
<li>Регулируемые по высоте подпятники для компенсации неровностей пола</li>
<li>Оптимальная вентиляция, предотвращение накопления пыли и влаги благодаря перфорированной конструкции полок</li>
<li>Повышенные жесткость и устойчивость конструкции</li>
<li>Износостойкое антикоррозийное покрытие</li>
<li>Быстрые сборка и демонтаж</li>
<li>Эргономичный минималистичный дизайн</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Толщина стали:
<ul>
<li>Полки: 1,2 мм</li>
<li>Каркасные стойки: 2 мм</li>
</ul>
</li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",373862,1800 мм,500 мм,1800 мм,0,Россия,Россия,перфорированные
https://cdn.entero.ru/mp@2x/1b/e9/1be9dacfe9bb73b60d1bd6151a7cc49a.jpg;https://cdn.entero.ru/mp@2x/99/f3/99f35e21419c56d4429b8b54adbd5b8b.jpg;https://cdn.entero.ru/mp@2x/68/f2/68f2aef4f13944d36e5e5e91cea37701.jpg,Стеллаж производственный КОБОР Expert MR4-180/60,320018,27118,RUB,Нет,КОБОР,Промышленная мебель,Стеллажи,https://entero.ru/item/373850,"<p>Стеллаж <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/373850""><b class=""b"">Kobor Expert MR4-180/60</b></a> предназначен для хранения инструментов, инвентаря, комплектующих, расходных материалов, штучных изделий или тарированных мелких грузов в производственных, складских и подсобных помещениях предприятий различных отраслей, мастерских и гаражах, а также для хранения документации в офисах и архивах. Модель оснащена 4 сплошными полками. Полки выполнены из стали с покрытием порошковой краской черного цвета (RAL 9005) с текстурой муар и усилены подштамповками, каркасные стойки – из стального профиля с порошковой краской светло-серого оттенка (RAL 7035) с текстурой муар.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Разборная конструкция</li>
<li>Регулировка высоты полок</li>
<li>Регулируемые по высоте подпятники для компенсации неровностей пола</li>
<li>Повышенные жесткость и устойчивость конструкции</li>
<li>Износостойкое антикоррозийное покрытие</li>
<li>Быстрые сборка и демонтаж</li>
<li>Эргономичный минималистичный дизайн</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Толщина стали:
<ul>
<li>Полки: 1,2 мм</li>
<li>Каркасные стойки: 2 мм</li>
</ul>
</li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",373850,1800 мм,600 мм,1800 мм,0,Россия,Россия,сплошные
https://cdn.entero.ru/mp@2x/7e/b0/7eb0083c3e5cb3b72b1674cd545ca929.jpg;https://cdn.entero.ru/mp@2x/ee/20/ee20d2b95b2e2112c400eabac2fa89c4.jpg;https://cdn.entero.ru/mp@2x/0d/cc/0dcc8a558d0d31fcbbf84471ae9d14a7.jpg,Стеллаж производственный КОБОР Expert MRP4-180/60,320036,27823,RUB,Нет,КОБОР,Промышленная мебель,Стеллажи,https://entero.ru/item/373868,"<p>Стеллаж <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/373868""><b class=""b"">Kobor Expert MRP4-180/60</b></a> предназначен для хранения инструментов, инвентаря, комплектующих, расходных материалов, штучных изделий или тарированных мелких грузов в производственных, складских и подсобных помещениях предприятий различных отраслей, мастерских и гаражах, а также для хранения документации в офисах и архивах. Модель оснащена 4 перфорированными полками. Полки выполнены из стали с продольным усилением и покрытием порошковой краской черного цвета (RAL 9005) с текстурой муар, каркасные стойки – из стального профиля с порошковой краской светло-серого оттенка (RAL 7035) с текстурой муар.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Разборная конструкция</li>
<li>Регулировка высоты полок</li>
<li>Регулируемые по высоте подпятники для компенсации неровностей пола</li>
<li>Оптимальная вентиляция, предотвращение накопления пыли и влаги благодаря перфорированной конструкции полок</li>
<li>Повышенные жесткость и устойчивость конструкции</li>
<li>Износостойкое антикоррозийное покрытие</li>
<li>Быстрые сборка и демонтаж</li>
<li>Эргономичный минималистичный дизайн</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Толщина стали:
<ul>
<li>Полки: 1,2 мм</li>
<li>Каркасные стойки: 2 мм</li>
</ul>
</li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",373868,1800 мм,600 мм,1800 мм,0,Россия,Россия,перфорированные
